name,uid,old_name,duplicate of,needs invert,original uid,category,noun,preposition,who,what,where,when,which,lens,context,examples,terminology,source row,needs review,notes,source file,last modified,last modified by,created by,legacy uid,trash,created,name history,record_id,Analysis,Analysis 2
willingness to change habits,rec2LIO56Ts827hX4,Willingness to develop new habits,,,,attitude,willingness,to,,change habits,,,,individual/human,,,,405,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,OKEP8G1EKkv1JC,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to change habits

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to develop new habits",rec2LIO56Ts827hX4,,
willingness to eat alone,rec0d63oVFpYpmkW6,Willingness to eat alone,,,,attitude,willingness,to,,eat alone,,,,individual/human,,,,406,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,Mc24rvNBAHK4IE,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to eat alone

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to eat alone",rec0d63oVFpYpmkW6,,
willingness to eat in public,recjnoTxujcrD4Hhe,Willingness to eat in public spaces,,,,attitude,willingness,to,,eat in public,,,,individual/human,,,,407,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,5mkUA4ro3Vsr3M,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to eat in public

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to eat in public spaces",recjnoTxujcrD4Hhe,,
willingness to encourage adherence to public health measures,recGp7MowZBnYcobY,Willingness to encourage others to follow protocol,,,,attitude,willingness,to,,encourage adherence to public health measures,,,,individual/human,,,,408,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,so3Nr67NZgA8Xw,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to encourage adherence to public health measures

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to encourage others to follow protocol",recGp7MowZBnYcobY,,
willingness to exercise at night,recRHY337WXJJj23M,Willingness to exercise at night time,,,,attitude,willingness,to,,exercise at night,,,,individual/human,,,,409,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,DGU46H49l1HMPk,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to exercise at night

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to exercise at night time",recRHY337WXJJj23M,,
adherence to policies,rec4HzMMVARzLLhrN,Willingness to follow government policies,,,,action/event,adherence,to,,policies,,,,individual/human,,,,410,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,QGvNPvI3b391dl,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
adherence to policies

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to follow government policies",rec4HzMMVARzLLhrN,,
willingness to offer assistance,rec2WsicfbEGK2ZS6,Willingness to help others,,,,attitude,willingness,to,,offer assistance,,,,individual/human,,,,411,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,OVojfPjQi2qJEE,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to offer assistance

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to help others",rec2WsicfbEGK2ZS6,,
acceptance of risky behavior in others,recRrvwK40wRO6E70,Willingness to judge others ability to follow public health protocols,,checked,,attitude,acceptance,of,,risky behavior in others,,,,individual/human,,,,412,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,DqrxNE8It6uoTy,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
acceptance of risky behavior in others

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to judge others ability to follow public health protocols",recRrvwK40wRO6E70,,
willingness to learn new abilities,rec1gLtbORGKlNurG,Willingness to learn new abilities,,,,attitude,willingness,to,,learn new abilities,,,,individual/human,,,,413,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,NfHueoZSmDbede,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to learn new abilities

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to learn new abilities",rec1gLtbORGKlNurG,,
willingness to make masks,recfmiMWaDfyaK31P,Willingness to make DIY masks,,,,attitude,willingness,to,,make masks,,,,individual/human,,,,414,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,1leNZKLras8NNn,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to make masks

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to make DIY masks",recfmiMWaDfyaK31P,,
willingness to pay tuition,recLKJPcd2alSYmaI,Willingness to pay tuition,,,,attitude,willingness,to,,pay tuition,,,,individual/human,,,,415,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,xJFQfNamXam6Wg,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to pay tuition

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to pay tuition",recLKJPcd2alSYmaI,,
willingness to repurpose items,recdMDyXDVZzbVOjr,Willingness to repurpose old items,,,,attitude,willingness,to,,repurpose items,,,,individual/human,,,,416,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,ZLzz0d3bbtjy5Z,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to repurpose items

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to repurpose old items",recdMDyXDVZzbVOjr,,
willingness to send masks to others,reczt0Bi3fZCXyFbd,Willingness to send masks to others,,,,attitude,willingness,to,,send masks to others,,,,individual/human,,,,417,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,lsWClDnbefWpXL,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to send masks to others

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to send masks to others",reczt0Bi3fZCXyFbd,,
willingness to shop/trade online,recPNnDo2TgslKAib,Willingness to shop online,,,,attitude,willingness,to,,shop/trade online,,,,individual/human,,,,418,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,BMjErC1s4D8k4J,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to shop/trade online

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to shop online",recPNnDo2TgslKAib,,
willingness to shop/trade in person,recS8xd8BTvaEIrWk,Willingness to shop/trade in person,,,,attitude,willingness,to,,shop/trade in person,,,,individual/human,,,,419,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,E7tebb1HMW6bIS,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to shop/trade in person

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to shop/trade in person",recS8xd8BTvaEIrWk,,
willingness to accept a lower salary for the ability to work remotely,reci8UCN9E1FiMuCs,Willingness to take a lower salary for a remote job,,,,attitude,willingness,to,,accept a lower salary for the ability to work remotely,,,,individual/human,,,,420,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,47QDQJMdhAaeo0,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to accept a lower salary for the ability to work remotely

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to take a lower salary for a remote job",reci8UCN9E1FiMuCs,,
willingness to explore different types of outdoor exercise,recVcxGnC4EFzaTbb,Willingness to try other forms of outdoor exercise,,,,attitude,willingness,to,,explore different types of outdoor exercise,,,,individual/human,,,,421,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,HbtHqccQhRyDXJ,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to explore different types of outdoor exercise

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to try other forms of outdoor exercise",recVcxGnC4EFzaTbb,,
willingness to use personal protective equipment,rec55iRzf9RcH9w1F,Willingness to use personal protection equipment,,,,attitude,willingness,to,,use personal protective equipment,,,,individual/human,,,,422,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,R4eSCPh3OZxgNd,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
willingness to use personal protective equipment

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Willingness to use personal protection equipment",rec55iRzf9RcH9w1F,,
frequency of requesting telehealth,rectc4l3FKcMj9XAx,Frequency of asking for tele-doc treatment,,,,action/event,frequency,of,,requesting telehealth,,,,social,,,,,,,,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,i9yOGxnFwEpYst,,10/2/2022 6:56pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of requesting telehealth

2022-10-02T22:56:33.000Z Zeya Chen usrxsBqqNZVz71W73
Frequency of asking for tele-doc treatment",rectc4l3FKcMj9XAx,,
trust in pharmacy staff,recOolzgfhdt28jo2,Trust in pharmacy staffs,,,,attitude,trust,in,,pharmacy staff,,,,social,,,,,,,,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,fb0m6fSooBxHm5,,10/2/2022 7:01pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
trust in pharmacy staff

2022-10-02T23:01:51.000Z Zeya Chen usrxsBqqNZVz71W73
Trust in pharmacy staffs",recOolzgfhdt28jo2,,
access to health services,recQhIZOOVlCO6EkA,Access to Health Services,,,,resource,access,to,,health services,,,,social,,,,,,,,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,AnhAjPpp5kw3aA,,10/5/2022 10:57am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to health services

2022-10-05T14:57:08.000Z Yihan Yang usrK3NVdGU3tNIew3
Access to Health Services",recQhIZOOVlCO6EkA,,
practice of hygiene | hand washing,recsKhWSI2wi11sxA,Frequency of washing hands,,,,action/event,practice,of,,hygiene,,,hand washing,individual/human, | hand washing,,,,,,,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,236e83b9-7132-4e7c-8fc9-1b30c434fbe5,,10/5/2022 11:28am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of hygiene | hand washing

2022-10-05T15:28:12.000Z Yihan Yang usrK3NVdGU3tNIew3
Frequency of washing hands",recsKhWSI2wi11sxA,,
access to privacy,recTWBVfJIcArebnq,ability to maintain privacy,,,,resource,access,to,,privacy,,,,individual/human,,,,2,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,f66f0dd6-16ec-4297-b006-09bf008efe8f,,10/6/2022 7:42am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to privacy

2022-10-06T11:42:08.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
ability to maintain privacy",recTWBVfJIcArebnq,,
level of accountability | healthcare system,recjvmGGX4IhYypbr,level of accountability in healthcare system,,,,state,level,of,,accountability,,,healthcare system,governmental/political, | healthcare system,,,3,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,95114a75-e3d3-48a7-9175-3b347338a363,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of accountability | healthcare system

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of accountability in healthcare system",recjvmGGX4IhYypbr,,
effectiveness of customizing engagement models ,recMUQuf1SlP5Vty1,efficacy of adaptation and localization of engagement models,,,,action/event,effectiveness,of,,customizing engagement models ,,,,governmental/political,,,,4,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,01a3e4cc-678c-48e8-97cb-2dc0aaa5ef0c,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
effectiveness of customizing engagement models 

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
efficacy of adaptation and localization of engagement models",recMUQuf1SlP5Vty1,,
effectiveness of customizing HIV interventions,recGD7KhbQFF5lRTQ,efficacy of adapting proven interventions from HIV response,,,,action/event,effectiveness,of,,customizing HIV interventions,,,,governmental/political,,,,5,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,c508d088-f9af-4f04-a0a8-44c294bf86a9,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
effectiveness of customizing HIV interventions

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
efficacy of adapting proven interventions from HIV response",recGD7KhbQFF5lRTQ,,
adherence to prescription guidelines,recRGgUOpOu78d24a,adherence to standard prescription guidelines,,,,action/event,adherence,to,,prescription guidelines,,,,individual/human,,,,6,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,29d290da-a159-49d6-bdc6-cb66b427077b,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
adherence to prescription guidelines

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
adherence to standard prescription guidelines",recRGgUOpOu78d24a,,
strength of informal private healthcare administration,recPCzoiWiJbjESqd,administrative capacity of informal private healthcare providers,,,,state,strength,of,,informal private healthcare administration,,,,,,,,7,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,d6e797e7-8f50-4c82-b19a-e4ce21593d10,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
strength of informal private healthcare administration

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
administrative capacity of informal private healthcare providers",recPCzoiWiJbjESqd,,
complexity of public healthcare administration,recBkKi4rMwnIiyBa,level of administrative complexity of public healthcare system,,,,state,complexity,of,,public healthcare administration,,,,governmental/political,,,,8,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,29dc6571-f5d3-4d98-912a-4be365661f70,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
complexity of public healthcare administration

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of administrative complexity of public healthcare system",recBkKi4rMwnIiyBa,,
use of digital technologies,rec9wDgSFy7TvEm2o,adoption of digital technologies,,,,resource,use,of,,digital technologies,,,,digital,,,,9,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,b9da14d0-220c-430b-a014-5c5b47ddd5dc,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
use of digital technologies

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
adoption of digital technologies",rec9wDgSFy7TvEm2o,,
practice of financial coping strategies,recjJq9MKkQiCENw6,adoption of financial coping strategies,,,,action/event,practice,of,,financial coping strategies,,,,financial,,,,10,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,5db66510-d4fc-4420-ab47-b15b5831ec8d,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of financial coping strategies

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
adoption of financial coping strategies",recjJq9MKkQiCENw6,,
use of modern data systems,recVyRNjd5G9YvTEz,adoption of modern data systems,,,,resource,use,of,,modern data systems,,,,digital,,,,11,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,0ec68798-92b3-4c3c-a8ff-8d3bcbdccd48,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
use of modern data systems

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
adoption of modern data systems",recVyRNjd5G9YvTEz,,
use of new payment methods,recG5r2HEhryViu72,adoption of new payment mechanisms,,,,resource,use,of,,new payment methods,,,,digital,,,,12,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,c2acd27d-2d9d-4c9b-b7c4-221e8dd4aad1,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
use of new payment methods

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
adoption of new payment mechanisms",recG5r2HEhryViu72,,
influence on patient | community health worker,recOyKPaIeyrrxgFu,influence from government field health workers,,,,power,influence,on,community health worker,patient,,,,social, | community health worker,,,13,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,054072f4-b361-4fe9-aed6-a567ee8f1e40,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
influence on patient | community health worker

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
influence from government field health workers",recOyKPaIeyrrxgFu,,
influence on patient | others (community),recJxfQvu7mseOizd,influence from patient's community,,,,power,influence,on,others (community),patient,,,,social, | others (community),,,14,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,d8b0851a-8087-44d8-b5e6-49a036f5edbf,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
influence on patient | others (community)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
influence from patient's community",recJxfQvu7mseOizd,,
influence on patient | provider (family physician),recbaWWZsrwS24uQt,influence from patient's family physician,,,,power,influence,on,provider (family physician),patient,,,,social, | provider (family physician),,,15,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,4580ff9f-d5bd-4f9e-8579-17ac5a2765d4,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
influence on patient | provider (family physician)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
influence from patient's family physician",recbaWWZsrwS24uQt,,
influence on patient | family (health professional),rec33dvB4xHB5dY3a,influence from relatives in health professions,,,,power,influence,on,family (health professional),patient,,,,social, | family (health professional),,,16,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,6d98790d-79e2-42f1-98eb-603c33818b2b,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
influence on patient | family (health professional)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
influence from relatives in health professions",rec33dvB4xHB5dY3a,,
access to public TB services,reclJ88yySMZ4mHcY,access to TB diagnosis and/or treatment from public healthcare provider,,,,resource,access,to,,public TB services,,,,social,,,,17,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,90c89850-459f-42fc-83f8-19bf22716408,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to public TB services

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to TB diagnosis and/or treatment from public healthcare provider",reclJ88yySMZ4mHcY,,
age of patient,reclZ0sFy7LL4jWN5,age of patient,,,,time,age,of,,patient,,,,individual/human,,,,18,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,423eac5b-aacd-4874-92d2-92a0555d3ce1,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
age of patient

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
age of patient",reclZ0sFy7LL4jWN5,,
level of pollution | air,rechYWJ6rh5ixkXCZ,level of air pollution,level of pollution,,rec4apNTJ8QS0fY5I,state,level,of,,pollution,,,air,ecological/natural, | air,,,19,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,169fb13c-bbf4-47ca-83a5-9b8196f1a3df,,10/6/2022 7:46am,,rechYWJ6rh5ixkXCZ,,
practice of patient pathway analysis,recaHiN36FDLHSVTm,practice of analysis of patient pathways,,,,action/event,practice,of,,patient pathway analysis,,,,social,,,,20,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,fa32cb6e-3995-4d66-a0bd-e5745c4c59ac,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of patient pathway analysis

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of analysis of patient pathways",recaHiN36FDLHSVTm,,
practice of standardized patient analysis,reccBgbnqrwWNQuFF,practice of analysis of standardized patients,,,,action/event,practice,of,,standardized patient analysis,,,,social,,,,21,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,c607846e-cb58-412a-b705-9cec1f52d1c9,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of standardized patient analysis

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of analysis of standardized patients",reccBgbnqrwWNQuFF,,
practice of TB care cascade analysis,recUnSzNN4mjdZuRW,practice of analysis of TB care cascades,,,,action/event,practice,of,,TB care cascade analysis,,,,social,,,,22,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,3fa34725-19dc-4c80-af7d-964d49140733,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of TB care cascade analysis

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of analysis of TB care cascades",recUnSzNN4mjdZuRW,,
practice of TB care operations analysis,recSDTy54GkD1Xacr,practice of analysis of TB care operations,,,,action/event,practice,of,,TB care operations analysis,,,,social,,,,23,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,48e24383-4fb6-4418-9907-8c2fea73d670,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of TB care operations analysis

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of analysis of TB care operations",recSDTy54GkD1Xacr,,
income | household,recN2EC9Mbvhy4b52,annual household income,,,,money,income,,,,,,household,financial, | household,,,24,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,970e61b1-fd0d-4b41-9ec6-9a690e809b1c,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
income | household

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
annual household income",recN2EC9Mbvhy4b52,,
income,rec1XCSoy4VXYTD0g,annual patient income,,,,money,income,,,,,,,financial,,,,25,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,96109efe-d91e-4dd0-9e7d-9a275fe2f655,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
income

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
annual patient income",rec1XCSoy4VXYTD0g,,
level of attentiveness | provider (public),recjK9UN4zsxl4att,attention given to patient by public healthcare providers,,,,state,level,of,provider (public),attentiveness,,,,cultural, | provider (public),,,26,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,907fec70-732f-47fc-8a7a-1c719d482b0c,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of attentiveness | provider (public)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
attention given to patient by public healthcare providers",recjK9UN4zsxl4att,,
access to incentives and assistance | financial and non-financial,recHxqVmM4fnI3GEL,access to financial and non-financial incentives and enablers,,,,resource,access,to,,incentives and assistance,,,financial and non-financial,financial, | financial and non-financial,,,27,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,72120d00-c94a-4b6f-ad1a-f71cbf8a7647,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to incentives and assistance | financial and non-financial

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to financial and non-financial incentives and enablers",recHxqVmM4fnI3GEL,,
